web-scraper-order,web-scraper-start-url,details,prix,adresse,img_link-src
"1739370934-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","27 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3713086_uploaded_image1_1653586071.jpg"
"1739370934-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins 1 jour","25 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg"
"1739370934-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3707531_uploaded_image1_1653273003.jpg"
"1739370934-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahma","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg"
"1739370934-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahmâ","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3701283_uploaded_image1_1652877907.jpg"
"1739370934-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3694574_uploaded_image1_1652451578.jpg"
"1739370934-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689928_uploaded_image1_1652202348.jpg"
"1739370934-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin couple","65 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg"
"1739370934-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule couple brahman","50 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3680687_uploaded_image1_1651677884.jpg"
"1739370934-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3679061_uploaded_image1_1651594437.jpg"
"1739370934-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple poules Bantam","80 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3678837_uploaded_image1_1651584122.jpg"
"1739370934-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3675341_uploaded_image1_1651328468.jpg"
"1739370934-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahma Perdrix","35 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3671744_uploaded_image1_1651068700.jpg"
"1739370934-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Cochin femelle frisé","40 000CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3671735_uploaded_image1_1651068448.jpg"
"1739370934-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon dragon","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671452_uploaded_image1_1651059347.jpg"
"1739370934-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3669432_uploaded_image1_1650934782.jpg"
"1739370934-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","30 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3665205_uploaded_image1_1650639265.jpg"
"1739370934-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Eclosion - 16000 poussins","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg"
"1739370934-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg"
"1739370934-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3659941_uploaded_image1_1650357667.jpg"
"1739370938-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets de chair","4 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg"
"1739370938-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulan","15 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg"
"1739370938-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulan","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg"
"1739370938-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg"
"1739370938-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","30 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg"
"1739370938-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Bleu Hollandais","7 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg"
"1739370938-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins cochin","7 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg"
"1739370938-526","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapines","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4249408_uploaded_image1_1686311889.jpg"
"1739370938-527","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin californien","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg"
"1739370938-528","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg"
"1739370938-529","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Brahmans","30 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg"
"1739370938-530","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Mondains","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg"
"1739370938-531","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapine","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg"
"1739370938-532","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Gris de Touraine","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg"
"1739370938-533","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon mondain brun","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg"
"1739370938-534","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Tambour Allemand","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg"
"1739370938-535","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg"
"1739370938-536","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","7 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg"
"1739370938-537","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair - bleu hollandais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg"
"1739370938-538","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq cochin","45 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg"
"1739370938-539","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets brahman herminés","135 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg"
"1739370938-540","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple lapins","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg"
"1739370938-541","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin géant","50 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg"
"1739370938-542","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins bleue Holland","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206875_uploaded_image1_1683511573.jpg"
"1739370938-543","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Cailleteaux","250CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg"
"1739370938-544","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons manteau opale","6 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg"
"1739370938-545","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon","20 000CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg"
"1739370938-546","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg"
"1739370938-547","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin metisage","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg"
"1739370938-548","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Texan","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg"
"1739370938-549","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Padda de java","20 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg"
"1739370938-550","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins","35 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4186084_uploaded_image1_1682139045.jpg"
"1739370938-551","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple de pigeons","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4179370_uploaded_image1_1681674871.jpg"
"1739370938-552","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons King","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4179363_uploaded_image1_1681674612.jpg"
"1739370938-553","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons gazi","30 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4179359_uploaded_image1_1681674474.jpg"
"1739370938-554","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg"
"1739370938-555","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","13 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg"
"1739370938-556","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Lahore","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg"
"1739370938-557","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","3 500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg"
"1739370938-558","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule hollandais","8 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg"
"1739370938-559","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg"
"1739370938-560","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons voyageurs","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg"
"1739370938-561","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons voyageurs  manteau","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg"
"1739370938-562","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons frisés milanais","200 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg"
"1739370938-563","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple pigeon","10 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg"
"1739370938-564","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg"
"1739370938-565","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux Fauves","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4158485_uploaded_image1_1680380175.jpg"
"1739370938-566","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons paons indiens","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg"
"1739370938-567","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Inde","4 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg"
"1739370938-568","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg"
"1739370938-569","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau géant fauve","25 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg"
"1739370938-570","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons texans","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg"
"1739370938-571","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon  Paon Indien","55 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg"
"1739370938-572","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Diamant Mandarin","30 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1739370938-573","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","15 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg"
"1739370938-574","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg"
"1739370938-575","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq Brahman","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg"
"1739370938-576","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon  Mondains","100 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg"
"1739370938-577","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons  voyageurs à manteau","50 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg"
"1739370938-578","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq  Brahman","43 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg"
"1739370938-579","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg"
"1739370938-580","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg"
"1739370938-581","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins cou nu","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg"
"1739370938-582","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin papillon","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg"
"1739370938-583","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin femelle Angora","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg"
"1739370938-584","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","15 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg"
"1739370938-585","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Angora","25 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg"
"1739370938-586","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin nain tête de lion","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg"
"1739370938-587","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poules pondeuses","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg"
"1739370938-588","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau Angora","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg"
"1739370938-589","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","20 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg"
"1739370938-590","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq Chochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg"
"1739370938-591","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple   Braman Cochin","95 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg"
"1739370938-592","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet Braman cochin","950 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg"
"1739370938-593","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets de chairs","4 000CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg"
"1739370938-594","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg"
"1739370938-595","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple angoura","30 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg"
"1739370938-596","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple pigeons voyageurs","12 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg"
"1739370938-597","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple voyageur blanc","15 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg"
"1739370938-598","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Perruches anglaise - couple","50 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg"
"1739370938-599","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Perruche ondulée","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg"
"1739370938-600","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq Cochin","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg"
"1739370938-601","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq cochin","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg"
"1739370938-602","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg"
"1739370941-603","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Œufs à couver","12 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651892_uploaded_image1_1710962341.jpg"
"1739370941-604","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple  Brahma Herminé standard","80 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg"
"1739370941-605","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahma","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4644724_uploaded_image1_1710589505.jpg"
"1739370941-606","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624925_uploaded_image1_1709567352.jpg"
"1739370941-607","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624920_uploaded_image1_1709567189.jpg"
"1739370941-608","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4624891_uploaded_image1_1709566248.jpg"
"1739370941-609","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623025_uploaded_image1_1709471989.jpg"
"1739370941-610","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur Manteau Opale","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4621197_uploaded_image1_1709366454.jpg"
"1739370941-611","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin oie","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4619799_uploaded_image1_1709296095.jpg"
"1739370941-612","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chairs","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg"
"1739370941-613","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahman bleu Lemon","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4612273_uploaded_image1_1708946489.jpg"
"1739370941-614","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4612083_uploaded_image1_1708939903.jpg"
"1739370941-615","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4612074_uploaded_image3_1708939673.jpeg"
"1739370941-616","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin Marans","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4603800_uploaded_image1_1708477906.jpg"
"1739370941-617","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons couple Mondain","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4598304_uploaded_image1_1708179510.jpg"
"1739370941-618","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couples lapereaux","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4587998_uploaded_image1_1707587252.jpg"
"1739370941-619","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Lahor","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4565457_uploaded_image1_1706369680.jpg"
"1739370941-620","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Modain","160 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg"
"1739370941-621","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","10 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4556321_uploaded_image1_1705859521.jpg"
"1739370941-622","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chaire","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4555523_uploaded_image1_1705793143.jpg"
"1739370941-623","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons King","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4548383_uploaded_image1_1705424797.jpg"
